term,estimate,Est.Error,lower,upper,model
SPECIESISSJ,-1.3383511782408504,1.0056959165231074,-3.356717875083185,0.5567719829579679,flee_prob
TREATMENTHAWK,1.066735286464288,1.0189570872218636,-0.929317809178648,3.0982435703839206,flee_prob
GROUP.SIZE,1.0908676386195753,0.6729327908741183,-0.06204843197316514,2.51624462027765,flee_prob
SEASONWINTER,0.2098783653649913,0.9086678868258511,-1.5237694352858764,2.0489845471525197,flee_prob
SPECIESISSJ:TREATMENTHAWK,0.8480475740820428,1.1540142147594639,-1.3065519337052045,3.2212998076728705,flee_prob
HYPOTENUSE,-0.4048112792428053,0.43128228583279987,-1.265822976698065,0.43723545885248066,flee_prob
PLAYBACKYES,0.16338182301386328,1.2312779741617854,-2.2279987492361415,2.625651645618992,flee_prob
